t,x,y
101.4,-3.2912847322202445,-1.6678496783210226
101.6,-3.347701400141864,-1.7188861790535996
101.8,-3.4017344521425863,-1.767170056896204
102.0,-3.4550044241801294,-1.812841473755525
102.2,-3.5059207137002115,-1.8602115757738684
102.4,-3.566984814843224,-1.9078508680360584
102.6,-3.6296538981293374,-1.9582798044244984
102.8,-3.685591932753561,-2.001211678931981
103.0,-3.7455866351621854,-2.0476000134714134
103.2,-3.807620760235604,-2.091907030047898
103.4,-3.8733099023686384,-2.1324640462987667
103.6,-3.9359478221819715,-2.1703599218694594
103.8,-4.0046059040786455,-2.2190515243709137
104.0,-4.071310945779667,-2.2618975089095534
104.2,-4.136257604435037,-2.308844089482097
104.4,-4.203983009515842,-2.3518757489350195
104.6,-4.277352275016806,-2.3975648576599404
104.8,-4.3381593637012,-2.434764936328699
105.0,-4.407207639664183,-2.475884900443341
105.2,-4.476548701401269,-2.5138396469037882
105.4,-4.536033127105857,-2.5496914916217945
105.6,-4.606473866674999,-2.5808992979608685
105.8,-4.686236701799819,-2.609647465046879
106.0,-4.755789776814067,-2.638487007297667
106.2,-4.836087970348508,-2.656997404035169
106.4,-4.909750719493817,-2.674528990024537
106.6,-4.973552363964225,-2.6859749460980225
106.8,-5.0503373432454355,-2.6938937814759596
107.0,-5.127753763245974,-2.6948642863010415
107.2,-5.203219297300091,-2.6930684145512815
107.4,-5.270253348414164,-2.6816532519528065
107.6,-5.338583983739477,-2.6644273110637573
107.8,-5.403295353913404,-2.64432874222266
108.1,-5.476497331409389,-2.617150010049717
108.4,-5.53292543490613,-2.5894159198355053
108.7,-5.593263143546767,-2.552438036880027
108.9,-5.642120818282386,-2.525064819324483
109.1,-5.694725998415398,-2.4872481127970536
109.3,-5.738891567658063,-2.445855969145665
109.5,-5.78996532206826,-2.3987753455466563
109.7,-5.841314334810304,-2.3418366711565
109.9,-5.884102541796424,-2.276174475019997
110.1,-5.920440024927218,-2.2125067128486164
110.3,-5.955461120191962,-2.1445828913356726
110.5,-5.987129342498209,-2.0668610165254244
110.7,-6.010725854535859,-1.9981523096594431
110.9,-6.036730258607666,-1.925404895250638
111.1,-6.048838349718465,-1.8593374312889297
111.3,-6.062865632494736,-1.7842718894261407
111.5,-6.075868082552375,-1.7088273633316517
111.7,-6.081387789696013,-1.6374301512602822
111.9,-6.093482459167967,-1.5579700455819188
112.1,-6.101977462013765,-1.4792690694936412
112.3,-6.109237955930849,-1.4012487544607677
112.5,-6.114535184533382,-1.3220603240763267
112.7,-6.116455409336284,-1.2438179035425128
112.9,-6.1215522064601995,-1.1682700892073496
113.1,-6.126196539904967,-1.0928147541972815
113.3,-6.126948982493962,-1.0246110651333526
113.5,-6.133229033476179,-0.9537436199327567
113.7,-6.138412686237698,-0.8922974164984963
113.9,-6.14510484880571,-0.817982574558838
114.1,-6.150219808208331,-0.7302332546061999
114.3,-6.15962757468305,-0.6530336737537554
114.5,-6.170026389283957,-0.5964063931806224
114.7,-6.182839679410724,-0.5328312288059625
114.9,-6.193306793309461,-0.4859465582249509
115.1,-6.205459319704578,-0.4304984940585006
115.4,-6.220730721970351,-0.3653653748879293
115.7,-6.237401983880289,-0.3009252826299126
116.0,-6.24599817314773,-0.2505227791049338
116.7,-6.245663645382647,-0.2543915412609632
117.4,-6.244497942051394,-0.2576878540491846
118.1,-6.24610802597998,-0.2547415521755682
118.9,-6.247974750161946,-0.2461018554624363
119.6,-6.245829435273014,-0.24179985415354213
120.3,-6.244645374868501,-0.2538177255188141
121.0,-6.2422028806841725,-0.2470469351903493
121.7,-6.240291939717422,-0.2351020602307495
122.4,-6.237358631332182,-0.22400894033847024
123.1,-6.229781347391028,-0.20854182559217288
123.8,-6.223349024032392,-0.2109946105937597
124.6,-6.209859544998857,-0.2112481546633265
125.3,-6.200207138052666,-0.2114404738982308
126.0,-6.191434499012591,-0.21375680751489265
127.9,-6.184989690538617,-0.21006622006898093
128.6,-6.180954881429063,-0.20328467680613868
129.3,-6.175625541066242,-0.19937225386791166
129.9,-6.157409504451594,-0.18058002425650788
130.1,-6.1214337669168435,-0.1482568581063103
130.4,-6.074905581756888,-0.0976473083111025
130.7,-6.03290565293813,-0.024130643311681677
131.0,-6.0055480736716795,0.052373438200345894
131.2,-5.989636965089977,0.11007236221841699
131.4,-5.975647667949215,0.18299932882774342
131.6,-5.973724021300243,0.25588406280548903
131.8,-5.97381087540868,0.3197780852006782
132.0,-5.976764553686344,0.38379901148839807
132.2,-5.976740717034643,0.4587676987782129
132.4,-5.977618358260615,0.5267828968112948
132.6,-5.9784154787550445,0.6039265206990824
132.8,-5.977700381807885,0.672455929599669
133.0,-5.978199030149941,0.7467938499499704
133.2,-5.980552304264897,0.831017240187739
133.4,-5.9833195891337745,0.9080463659739002
133.6,-5.982399482090186,0.9781805298308389
133.8,-5.982944459142673,1.0493397124370316
134.0,-5.987094776169885,1.1219192062728784
134.2,-5.990038714353722,1.2067267713075347
134.4,-5.993753891010709,1.2816809382792487
134.6,-5.995009716251151,1.3603737054719935
134.8,-5.996557258934163,1.4386081660136758
135.0,-5.998355895521867,1.5277491639719327
135.2,-6.0009667345853135,1.6025422970095082
135.4,-6.002597652302302,1.6868869899982446
135.6,-6.001497691709692,1.7741632850526436
135.8,-5.999110127023311,1.8506981512555392
136.0,-5.991459323585666,1.937398192374175
136.2,-5.979948931905145,2.015526833235261
136.4,-5.965302514584356,2.094867303122263
136.6,-5.94612629041948,2.1720289556587518
136.8,-5.922468238212,2.249573598946464
137.0,-5.892325899058974,2.3161603665119417
137.2,-5.858198209276864,2.3926614986606958
137.4,-5.814659217436695,2.4722466732179216
137.6,-5.767109216329467,2.5431320184420296
137.8,-5.721204855922542,2.6062881676533474
138.0,-5.6797519332501984,2.661558824305926
138.2,-5.631775132247974,2.7192078640043293
138.4,-5.57114063956144,2.7755148769260924
138.6,-5.514386183802211,2.829543615292543
138.8,-5.44932791548694,2.874965827610576
139.0,-5.39306481467578,2.915504563348845
139.2,-5.331919119434829,2.94740722343572
139.4,-5.259295338375237,2.980664552585081
139.6,-5.187375121721327,3.004525403027381
139.8,-5.106915143441175,3.0252935082871715
140.0,-5.031596398402851,3.040832507322404
140.2,-4.952226992900881,3.0522619341107804
140.4,-4.8815367912816665,3.0575677970536588
140.6,-4.808356304273386,3.0584451305097824
140.8,-4.729537678320131,3.060695067748122
141.0,-4.6521976966611165,3.0646066384865476
141.2,-4.5808326697025326,3.06631019035168
141.4,-4.50513860015555,3.0673935507104293
141.6,-4.422590883504216,3.0683191396456424
141.8,-4.347498112353127,3.067752816630584
142.0,-4.265527061261039,3.070353520641821
142.2,-4.18752688635543,3.0715511266789184
142.4,-4.1115738897640925,3.072969986179829
142.6,-4.039641353266763,3.073214280194673
142.8,-3.9613522221380038,3.070803967551654
143.0,-3.871425002299051,3.0707384030694365
143.2,-3.7848916293972192,3.068955937931051
143.4,-3.7040622888684216,3.068578804188918
143.6,-3.619766615054475,3.0661804937311223
143.8,-3.5457907201202215,3.0641519076747556
144.0,-3.4801279774053233,3.0639084678794863
144.2,-3.401049680348353,3.0602218056780366
144.4,-3.3075732944717746,3.0605403687060657
144.6,-3.2306625442014734,3.059092864988464
144.8,-3.1620784736941125,3.059134003349796
145.0,-3.0897341810714076,3.0574020238151616
145.2,-3.0254583160374873,3.0550564077074176
145.4,-2.956254463469984,3.0569438063994476
145.6,-2.880604092210734,3.0560933697939427
145.8,-2.797478074433607,3.0577686031358553
146.0,-2.703792336342438,3.0561261456623976
146.2,-2.622563403012234,3.0534364483568415
146.4,-2.5325729201651574,3.0525023550003976
146.6,-2.47206723003641,3.0523511271545685
146.8,-2.415696519678556,3.052158268857314
147.0,-2.3481645912603732,3.05252358456569
147.2,-2.2738210061583874,3.0538835342733006
147.4,-2.201839058038909,3.052873409355522
147.6,-2.1100289998180988,3.050789381265762
147.8,-2.0438833806425674,3.0478249249645977
148.0,-1.9626423444140946,3.047891643957103
148.2,-1.8993951389375825,3.049199149716719
148.4,-1.8260607084458593,3.045172238946875
148.6,-1.7329270305262379,3.046459916435355
148.8,-1.6424423872686424,3.044737504674113
149.0,-1.5674150304114811,3.042912739805364
149.2,-1.4894772598039252,3.038238810277766
149.4,-1.4216539255330605,3.033367539463551
149.6,-1.3584039696710966,3.0307312157420983
149.8,-1.2719235748256896,3.025499235425045
150.0,-1.175697794964324,3.0217402703097025
150.2,-1.0724929022109717,3.017415291287575
150.4,-0.9703876943665074,3.019207987186528
150.6,-0.8744769428772118,3.0206689872745995
150.8,-0.7561748265159142,3.0207071363980207
151.0,-0.6658774829715672,3.0296909967746335
151.2,-0.56486019349099,3.0357533555627763
151.4,-0.4390666157590347,3.0466662772572617
151.6,-0.36742969922627156,3.060816184376974
151.8,-0.30434694601981543,3.073002592777488
152.1,-0.22896842457794273,3.0924578099811573
152.7,-0.16984103578828194,3.1076797747649003
153.4,-0.14897179429966806,3.1067034046205895
154.1,-0.12205616075633728,3.112029934601836
154.8,-0.10423681291764339,3.1147936603794104
155.5,-0.08979602882083447,3.1231807817301185
156.2,-0.08887306582116464,3.121313090935195
156.9,-0.09022539478261833,3.1240633842129246
157.6,-0.07657371106212725,3.127191661764898
158.3,-0.07084864550829814,3.1317188731069265
160.4,-0.07072889676720782,3.1407321460670303
161.1,-0.060528806163012094,3.1523432882934266
161.8,-0.05390015742633156,3.151446940925256
162.5,-0.05552551880275275,3.150152780280766
163.2,-0.06209301010497312,3.150521918785062
163.8,-0.056594672844766374,3.1527857604035683
164.0,-0.0314137314353462,3.177714992010003
164.2,0.012084503469259227,3.198990697622096
164.5,0.05637632302609928,3.227546356247548
164.8,0.11117580890230913,3.2493901668363945
165.0,0.16508569268433892,3.2612430434744795
165.2,0.2254797528853424,3.2670139597692835
165.4,0.3178803421282397,3.27790403633307
165.6,0.3869162803445159,3.2675361798162355
165.8,0.469588317859808,3.261773990488875
166.0,0.5412753747548236,3.2492913701358215
166.2,0.61354819366958,3.2346677694270536
166.4,0.6985841948337393,3.223979598726297
166.6,0.7814732308857222,3.2056787303674925
166.8,0.8560458539354572,3.1882785947568006
167.0,0.9346939942602203,3.1691410762844057
167.2,1.0207366755928136,3.1523541346509067
167.4,1.0922823752330153,3.1330180691044784
167.6,1.1663722076259122,3.1253432730056327
167.8,1.257464540071775,3.112187107302175
168.0,1.3344087903653812,3.098364082166113
168.2,1.4134687905887984,3.090575595704555
168.4,1.4847377297100415,3.080828370043588
168.6,1.5539755677919416,3.074743952284308
168.8,1.6461500013204664,3.0741540332531576
169.0,1.7198131784432507,3.0676185692030042
169.2,1.7780225697613927,3.0638549031135995
169.4,1.8530818850461654,3.0591808718112694
169.6,1.9325356607856432,3.0503082566422886
169.8,2.0130723649112414,3.0449222240412372
170.0,2.0910048273164548,3.0429264963102827
170.2,2.1765989706040196,3.0423808553480365
170.4,2.243616968736183,3.0413523089621735
170.6,2.309502297099048,3.037237641127233
170.8,2.385914902535642,3.036976163499436
171.0,2.4645820742129017,3.0283698306238507
171.2,2.55320146627364,3.0257845651639808
171.4,2.6324877042950003,3.0249949302009025
171.6,2.7187165939622013,3.018750669746967
171.8,2.800444078807042,3.0115789984415557
172.0,2.8742039952695637,3.0072956078014808
172.2,2.9506276884041522,3.0041523683964484
172.4,3.0235662938775096,3.001874917042737
172.6,3.099113111507853,3.0012242586294566
172.8,3.1790694360425813,3.0029935375873937
173.0,3.2537188470726424,2.999048288114362
173.2,3.327503387953436,3.0050461542831983
173.4,3.407358841314471,3.0053055288275066
173.6,3.4887131620521084,3.0059189637082344
173.8,3.5643128030028386,3.0076465997590804
174.0,3.6401211302020635,3.005801774600102
174.2,3.7244594314559443,2.9994027352187627
174.4,3.799822621892849,2.9941007854584085
174.6,3.8843328389618414,2.9888402018929763
174.8,3.962429490482989,2.9883940746817403
175.0,4.050729522208362,2.9884248571812817
175.2,4.124093092349903,2.9875149159102934
175.4,4.212042029088085,2.980665188721351
175.6,4.300619008965955,2.9753284807539995
175.8,4.380830158251724,2.9706127429778357
176.0,4.458292149583992,2.961592423397619
176.2,4.538840896890942,2.956763481203391
176.4,4.627232958458615,2.9487314581190898
176.6,4.711643216076075,2.9475036741766614
176.8,4.797025990416127,2.9401760310875584
177.0,4.870287231483134,2.9328203024951036
177.2,4.951825760048496,2.92122319746171
177.4,5.033142948684468,2.910690116673684
177.6,5.113185174279741,2.898835467749024
177.8,5.18861853043789,2.8772582968281037
178.0,5.262006521528858,2.8560594778534596
178.2,5.334738613967487,2.8301866437057166
178.4,5.405209441990845,2.8008008197766
178.6,5.473608920542461,2.7687048383959185
178.8,5.540451820383143,2.730687752956234
179.0,5.5978177953540635,2.69700857691251
179.2,5.652105974499035,2.6642115148068455
179.4,5.703408868080605,2.630450325127804
179.6,5.766480594780646,2.590096174586414
179.8,5.8166255806947555,2.5550922437672665
180.0,5.871877208530656,2.507611406439703
180.2,5.92047524233055,2.4505802874421554
180.4,5.971828592150432,2.3864206263899663
180.6,6.017744775463999,2.318863751950241
180.8,6.052463902249537,2.2514869213636066
181.0,6.079327525500784,2.1911734866455292
181.2,6.108715602951015,2.114411704226097
181.4,6.1328204303785485,2.0388136406072275
181.6,6.150781996377381,1.9702575072814026
181.8,6.165396818197292,1.8979849850911221
182.0,6.176888056632077,1.8203992117368368
182.2,6.185391665434682,1.7327253074516762
182.4,6.188096179241014,1.6611381334003978
182.6,6.190967303029009,1.5876270461141044
182.8,6.193564200448568,1.507119461593791
183.0,6.196202638447797,1.4452710540960978
183.2,6.198097755425893,1.358002134722114
183.4,6.198591085933724,1.2772885245357255
183.6,6.199366280495592,1.1923216552185807
183.8,6.200927520980274,1.1268891270163706
184.0,6.203397028273931,1.0462087234773205
184.2,6.204537499837203,0.9659429590920267
184.4,6.2061624715170876,0.8867695936798721
184.6,6.20760885647311,0.8135093863271499
184.8,6.205914551413995,0.7375145489842296
185.0,6.206596120421973,0.654445624516121
185.2,6.210478527363608,0.5752734230947866
185.4,6.214463406872169,0.4996387205696367
185.7,6.217835705299021,0.4093957243482336
186.0,6.221374332836985,0.32384108168644066
186.4,6.221957336143371,0.23847674529067858
187.1,6.223791007758495,0.23007673357892294
187.8,6.2222236479094875,0.23537907820753778
188.5,6.2219426802663715,0.2276548081686864
189.2,6.224369160982081,0.23553522541463945
189.9,6.2228720592436115,0.23319134164974142
190.6,6.217876641767121,0.22814303530705743
191.3,6.2147441817960996,0.2212900745874999
192.0,6.207064901098996,0.21579224574119266
192.7,6.2002906029157865,0.20151401811034916
193.4,6.194620381367408,0.20563460761769908
194.1,6.186205913393677,0.1943169218847851
194.8,6.17566260837305,0.1812582872485791
196.9,6.169985858468499,0.1802549698150162
197.6,6.163617951088304,0.18325673001246431
198.3,6.156949806131963,0.1907350606959041
199.0,6.158816980000569,0.18470043872376654
199.2,6.132691574043498,0.15718191278811638
199.4,6.098364133834095,0.1180466940760377
199.6,6.073378287715354,0.08874461874319242
199.8,6.050819526496857,0.0500584371835887
200.0,6.017335333210697,-0.003052857078444824
200.2,5.996979524485219,-0.06537525887378959
200.4,5.974433212612096,-0.13194200676203163
200.6,5.961006456005704,-0.20417534612658664
200.8,5.948942368885805,-0.28645363094149856
201.0,5.942140530249888,-0.3704195561342696
201.2,5.934854673389655,-0.45682833442611986
201.4,5.930059317112404,-0.530660436494705
201.6,5.923577706972512,-0.6083872065181725
201.8,5.921871381930388,-0.6827195320901203
202.0,5.9236755188309305,-0.7714254477720321
202.2,5.921954060667775,-0.8479230265861951
202.4,5.925486475507612,-0.913777367684895
202.6,5.92332494217132,-0.9895224460287486
202.8,5.923170319765156,-1.0651095641897477
203.0,5.91858063604367,-1.1411759775598178
203.2,5.923033397065754,-1.2062619767110703
203.4,5.9161993599065195,-1.29000995036969
203.6,5.912679676107414,-1.3728105767819694
203.8,5.912798703274984,-1.4524227668343568
204.0,5.913826744952025,-1.5374436299782346
204.2,5.917090630035812,-1.61616051514072
204.4,5.91641116296751,-1.686441137484232
204.6,5.9128070270073785,-1.761343680353313
204.8,5.912416817791554,-1.8355122305686715
205.0,5.910680575439415,-1.9077672966368144
205.2,5.904105734789206,-1.9925909166107612
205.4,5.899929467174443,-2.069024217422776
205.6,5.884276393218667,-2.1379363992316365
205.8,5.873719361842643,-2.214008034637492
206.0,5.85190524023322,-2.2959921235811835
206.2,5.832221747640048,-2.3688954159521156
206.4,5.803583576729867,-2.4321011367097394
206.6,5.772038975952389,-2.48891934314839
